t,stamp,gnss_x,gnss_y,gnss_yaw,lio_x,lio_y,lio_yaw,error_m,mean_error_m,yaw_error_rad,icp_used,icp_inliers,icp_rmse_m,icp_median_error_m,icp_iterations,icp_reason,scan_points,keyframes
0.0,1778396571.022092,0.0,0.0,-0.188967,0.0,0.0,-0.188967,0.0,0.0,0.0,False,0,,,0,initial_gnss_ins_alignment,5212,1
0.100167,1778396571.122259,0.0,0.0,-0.189063,0.0008,0.0011,-0.188957,0.0013,0.0007,0.000106,True,4283,0.0991,0.0747,1,converged,5225,1
0.200245,1778396571.222337,0.0,0.0,-0.189063,0.0011,0.001,-0.18895,0.0014,0.0009,0.000113,True,4253,0.0972,0.0714,1,converged,5194,1
0.30036,1778396571.322452,0.0,0.0,-0.18904,0.0024,0.0033,-0.188929,0.0041,0.0017,0.000111,True,4274,0.097,0.0738,1,converged,5217,1
0.400494,1778396571.422586,0.0,0.0,-0.188967,0.0014,-0.0002,-0.188898,0.0014,0.0016,6.9e-05,True,4232,0.096,0.07,2,converged,5167,1
0.500563,1778396571.522655,0.0,0.0,-0.188967,0.0011,0.001,-0.188896,0.0015,0.0016,7.1e-05,True,4242,0.0916,0.0621,1,converged,5177,1
0.600675,1778396571.622767,0.0,0.0,-0.188967,0.0049,0.001,-0.188878,0.0051,0.0021,8.9e-05,True,4228,0.0951,0.0698,2,converged,5159,1
0.700836,1778396571.722928,0.0,0.0,-0.188871,0.0051,0.0004,-0.188921,0.0051,0.0025,5e-05,True,4251,0.0994,0.0749,1,converged,5188,1
0.800908,1778396571.823,0.0,0.0,-0.188871,0.005,-0.0003,-0.188845,0.005,0.0028,2.6e-05,True,4265,0.092,0.0636,1,converged,5209,1
0.901093,1778396571.923185,0.0,0.0,-0.188841,0.0044,-0.0022,-0.188739,0.0049,0.003,0.000102,True,4261,0.1005,0.0778,1,converged,5200,1
1.001246,1778396572.023338,0.0,0.0,-0.188776,0.0019,-0.0036,-0.18878,0.0041,0.0031,4e-06,True,4254,0.0989,0.074,1,converged,5191,1
1.101322,1778396572.123414,0.0,0.0,-0.188776,0.0041,0.0025,-0.188909,0.0048,0.0032,0.000134,True,4285,0.1008,0.0763,2,converged,5230,1
1.201477,1778396572.223569,0.0,0.0,-0.188837,0.0042,0.0024,-0.188892,0.0048,0.0033,5.5e-05,True,4255,0.0986,0.0795,1,converged,5196,2
1.301645,1778396572.323737,0.0,0.0,-0.188776,0.0039,0.0029,-0.188938,0.0048,0.0034,0.000163,True,4260,0.0891,0.0675,1,converged,5195,2
1.401723,1778396572.423815,0.0,0.0,-0.188776,0.0045,0.001,-0.188849,0.0046,0.0035,7.3e-05,True,4258,0.0901,0.0682,1,converged,5193,2
1.501878,1778396572.52397,0.0,0.0,-0.188776,0.0045,0.0013,-0.188834,0.0047,0.0036,5.8e-05,True,4278,0.0938,0.0741,1,converged,5218,2
1.602006,1778396572.624098,0.0,0.0,-0.188776,0.0029,-0.002,-0.188814,0.0035,0.0036,3.9e-05,True,4297,0.0896,0.0664,2,converged,5241,2
1.702077,1778396572.724169,0.0,0.0,-0.188776,0.0065,0.0002,-0.188884,0.0065,0.0038,0.000108,True,4282,0.089,0.0687,2,converged,5223,2
1.802239,1778396572.824331,0.0,0.0,-0.188776,0.006,0.0021,-0.188935,0.0064,0.0039,0.000159,True,4323,0.0934,0.0718,1,converged,5272,2
1.90237,1778396572.924462,0.0,0.0,-0.188967,0.0048,0.0025,-0.188997,0.0054,0.004,3e-05,True,4278,0.0893,0.0673,1,converged,5218,2
2.002406,1778396573.024498,0.0,0.0,-0.188871,0.0043,0.0008,-0.188906,0.0044,0.004,3.5e-05,True,4287,0.086,0.0624,1,converged,5228,2
2.102592,1778396573.124684,-0.0095,0.0,-0.188967,0.0045,0.0007,-0.188905,0.014,0.0044,6.2e-05,True,4266,0.0933,0.075,1,converged,5203,2
2.202742,1778396573.224834,-0.0095,0.0,-0.188967,0.0042,-0.0014,-0.188967,0.0138,0.0049,1e-06,True,4269,0.0907,0.0662,1,converged,5206,2
2.302819,1778396573.324911,0.0,0.0,-0.188776,0.0041,-0.0013,-0.188849,0.0043,0.0048,7.4e-05,True,4261,0.0935,0.0753,1,converged,5197,2
2.40295,1778396573.425042,0.0,0.0,-0.188967,0.0052,-0.0006,-0.188937,0.0052,0.0048,3e-05,True,4270,0.0926,0.0719,1,converged,5208,3
2.503061,1778396573.525153,0.0,0.0,-0.188871,0.0025,-0.0034,-0.188877,0.0042,0.0048,6e-06,True,4256,0.085,0.0634,2,converged,5191,3
2.603181,1778396573.625273,0.0,0.0,-0.188584,0.0094,0.0047,-0.188988,0.0105,0.005,0.000404,True,4262,0.0887,0.0686,3,converged,5198,3
2.70332,1778396573.725412,0.0,0.0,-0.188488,0.002,-0.0049,-0.188715,0.0053,0.005,0.000228,True,4230,0.0869,0.0648,3,converged,5159,3
2.80341,1778396573.825502,0.0,0.0,-0.188732,0.0026,-0.0014,-0.188893,0.003,0.005,0.000161,True,4280,0.0846,0.0609,2,converged,5220,3
2.90353,1778396573.925622,0.0,0.0,-0.188584,0.003,0.001,-0.188829,0.0032,0.0049,0.000246,True,4292,0.0898,0.0674,1,converged,5235,3
3.003644,1778396574.025736,0.0095,0.0,-0.188584,0.0036,-0.0002,-0.188799,0.0059,0.0049,0.000215,True,4257,0.0873,0.0653,1,converged,5192,3
3.103819,1778396574.125911,0.0,0.0,-0.18868,0.003,-0.003,-0.188913,0.0042,0.0049,0.000233,True,4280,0.0948,0.0701,1,converged,5221,3
3.203896,1778396574.225988,0.0095,0.0,-0.188776,0.0048,0.0022,-0.188848,0.0052,0.0049,7.2e-05,True,4265,0.0916,0.0731,2,converged,5202,3
3.304059,1778396574.326151,0.0,0.0,-0.188488,0.0008,-0.0047,-0.188801,0.0048,0.0049,0.000313,True,4251,0.0921,0.0729,2,converged,5184,3
3.404217,1778396574.426309,0.0,0.0,-0.188776,0.0061,-0.0,-0.188983,0.0061,0.005,0.000207,True,4229,0.0949,0.0728,2,converged,5158,3
3.504294,1778396574.526386,0.0095,0.0,-0.188488,0.009,0.0017,-0.188801,0.0018,0.0049,0.000314,True,4288,0.0896,0.0731,1,converged,5230,3
3.60446,1778396574.626552,0.0095,0.0,-0.188392,0.0064,0.0003,-0.188821,0.0031,0.0048,0.000429,True,4264,0.0947,0.0749,2,converged,5200,4
3.704576,1778396574.726668,0.0095,0.0,-0.188584,0.0047,-0.0018,-0.188821,0.0051,0.0048,0.000237,True,4271,0.0921,0.0725,1,converged,5209,4
3.80469,1778396574.826782,0.0095,0.0,-0.188457,0.0102,0.0003,-0.188926,0.0007,0.0047,0.000468,True,4242,0.0905,0.0693,2,converged,5173,4
3.904808,1778396574.9269,0.0095,0.0,-0.188613,0.0084,0.003,-0.189014,0.0032,0.0047,0.0004,True,4265,0.0929,0.0727,2,converged,5201,4
4.004952,1778396575.027044,0.0095,0.0,-0.188612,0.0105,-0.0033,-0.188911,0.0035,0.0047,0.000299,True,4263,0.0932,0.0749,2,converged,5199,4
4.105028,1778396575.12712,0.019,0.0,-0.188652,0.0127,-0.0058,-0.188904,0.0086,0.0047,0.000252,True,4265,0.092,0.071,1,converged,5202,4
4.205156,1778396575.227248,0.019,0.0,-0.18868,0.0149,-0.0036,-0.188908,0.0055,0.0048,0.000229,True,4282,0.0958,0.0752,2,converged,5222,4
4.305345,1778396575.327437,0.0285,0.0,-0.188104,0.0174,-0.0056,-0.188793,0.0124,0.0049,0.000689,True,4238,0.0962,0.0775,1,converged,5169,4
4.405381,1778396575.427473,0.0356,-0.0111,-0.1882,0.024,-0.012,-0.188838,0.0116,0.0051,0.000638,True,4255,0.0904,0.0726,2,converged,5189,4
4.505543,1778396575.527635,0.0381,-0.0111,-0.188127,0.0276,-0.0099,-0.188634,0.0105,0.0052,0.000507,True,4203,0.0947,0.0779,2,converged,5126,4
4.605653,1778396575.627745,0.0476,-0.0111,-0.187891,0.0291,-0.015,-0.188715,0.0189,0.0055,0.000824,True,4250,0.096,0.0794,2,converged,5183,4
4.70573,1778396575.727822,0.0571,-0.0111,-0.1882,0.0358,-0.0127,-0.188792,0.0214,0.0058,0.000592,True,4263,0.0964,0.0795,2,converged,5199,4
4.805898,1778396575.82799,0.0666,-0.0111,-0.188009,0.0402,-0.0176,-0.188534,0.0272,0.0063,0.000526,True,4252,0.0976,0.0827,2,converged,5186,5
4.906046,1778396575.928138,0.0761,-0.0111,-0.187913,0.0454,-0.0186,-0.188528,0.0316,0.0068,0.000615,True,4247,0.1017,0.0854,1,converged,5180,5
5.006078,1778396576.02817,0.0856,-0.0111,-0.188087,0.0513,-0.021,-0.188644,0.0357,0.0073,0.000557,True,4259,0.0996,0.0835,1,converged,5194,5
5.106245,1778396576.128337,0.1046,-0.0111,-0.188024,0.0556,-0.0219,-0.188584,0.0502,0.0082,0.00056,True,4243,0.1043,0.0875,1,converged,5175,5
5.206409,1778396576.228501,0.1142,-0.0223,-0.1882,0.066,-0.0208,-0.188728,0.0482,0.0089,0.000528,True,4237,0.1136,0.1006,2,converged,5168,5
5.306496,1778396576.328588,0.1237,-0.0223,-0.187995,0.0741,-0.0292,-0.188594,0.05,0.0097,0.000599,True,4254,0.1156,0.1036,2,converged,5188,5
5.406663,1778396576.428755,0.1332,-0.0223,-0.188009,0.0857,-0.037,-0.188522,0.0497,0.0104,0.000514,True,4248,0.1183,0.105,2,converged,5181,5
5.506837,1778396576.528929,0.1427,-0.0223,-0.1882,0.1057,-0.0461,-0.188432,0.044,0.011,0.000231,True,4241,0.1194,0.1092,3,converged,5172,5
5.606919,1778396576.629011,0.1617,-0.0334,-0.1882,0.1288,-0.0556,-0.188272,0.0397,0.0115,7.2e-05,True,4242,0.1166,0.1079,3,converged,5174,5
5.70704,1778396576.729132,0.1807,-0.0334,-0.188209,0.2257,-0.0787,-0.188023,0.0639,0.0124,0.000186,True,4285,0.114,0.1014,10,not_converged,5226,5
5.8072,1778396576.829292,0.2086,-0.0334,-0.188015,0.2875,-0.0479,-0.189127,0.0802,0.0136,0.001112,True,4237,0.1081,0.094,6,converged,5167,5
5.907236,1778396576.929328,0.2283,-0.0438,-0.188098,0.3077,-0.052,-0.189045,0.0798,0.0147,0.000947,True,4237,0.0998,0.0829,4,converged,5169,5
6.007395,1778396577.029487,0.2473,-0.0445,-0.188291,0.3137,-0.0654,-0.189026,0.0696,0.0156,0.000735,True,4246,0.1005,0.0841,4,converged,5180,6
6.107562,1778396577.129654,0.2759,-0.0445,-0.188584,0.3364,-0.0695,-0.189197,0.0655,0.0164,0.000613,True,4262,0.1007,0.0851,1,converged,5198,6
6.207664,1778396577.229756,0.2949,-0.0557,-0.188296,0.3432,-0.0728,-0.188956,0.0513,0.0169,0.000659,True,4217,0.0985,0.0811,3,converged,5144,6
6.307794,1778396577.329886,0.3234,-0.0557,-0.188296,0.3564,-0.0822,-0.189002,0.0423,0.0173,0.000706,True,4215,0.1007,0.0861,2,converged,5142,6
6.407927,1778396577.430019,0.352,-0.0668,-0.188583,0.3699,-0.0824,-0.188955,0.0237,0.0174,0.000372,True,4183,0.1037,0.0886,2,converged,5103,6
6.508013,1778396577.530105,0.3805,-0.0668,-0.188009,0.3797,-0.0898,-0.188705,0.0231,0.0175,0.000696,True,4187,0.1022,0.0861,2,converged,5107,6
6.608138,1778396577.63023,0.3997,-0.0668,-0.1882,0.396,-0.0922,-0.188777,0.0257,0.0176,0.000577,True,4196,0.1091,0.0949,2,converged,5119,6
6.708291,1778396577.730383,0.4284,-0.0779,-0.1882,0.415,-0.0982,-0.18876,0.0243,0.0177,0.00056,True,4210,0.1142,0.1011,2,converged,5136,6
6.808402,1778396577.830494,0.4566,-0.0779,-0.188104,0.4347,-0.1084,-0.188721,0.0375,0.018,0.000617,True,4184,0.1171,0.1061,2,converged,5105,6
6.908515,1778396577.930607,0.4851,-0.0891,-0.188392,0.457,-0.1106,-0.189001,0.0355,0.0183,0.000609,True,4214,0.1251,0.116,2,converged,5142,6
7.008704,1778396578.030796,0.5137,-0.0891,-0.188488,0.5697,-0.1322,-0.188802,0.0707,0.019,0.000314,True,4181,0.1235,0.1143,10,not_converged,5103,6
7.108792,1778396578.130884,0.5431,-0.1002,-0.188392,0.6312,-0.1307,-0.1892,0.0933,0.02,0.000808,True,4196,0.1171,0.1057,4,converged,5122,6
7.208919,1778396578.231011,0.5803,-0.1002,-0.188785,0.6547,-0.1406,-0.189369,0.0847,0.0209,0.000584,True,4222,0.1152,0.1013,5,converged,5154,7
7.309066,1778396578.331158,0.6183,-0.1113,-0.188776,0.6748,-0.151,-0.189437,0.0691,0.0216,0.000661,True,4273,0.1064,0.0928,4,converged,5211,7
7.409154,1778396578.431246,0.6575,-0.1225,-0.189171,0.7024,-0.1588,-0.189565,0.0577,0.0221,0.000394,True,4191,0.1107,0.0959,2,converged,5111,7
7.509305,1778396578.531397,0.7039,-0.1336,-0.189077,0.7253,-0.1665,-0.189477,0.0393,0.0223,0.000401,True,4205,0.1096,0.0964,2,converged,5129,7
7.609454,1778396578.631546,0.7515,-0.1447,-0.189366,0.752,-0.1745,-0.189622,0.0298,0.0224,0.000257,True,4194,0.1161,0.1037,1,converged,5115,7
7.709571,1778396578.731663,0.8006,-0.1558,-0.189351,0.8435,-0.1533,-0.190645,0.043,0.0226,0.001294,True,4115,0.1259,0.117,10,not_converged,5019,7
7.809683,1778396578.831775,0.8561,-0.167,-0.189238,0.9674,-0.1946,-0.189904,0.1147,0.0238,0.000666,True,4126,0.1234,0.113,10,converged,5032,7
7.909842,1778396578.931934,0.915,-0.1781,-0.188986,1.0039,-0.2164,-0.189787,0.0967,0.0247,0.000801,True,4187,0.1213,0.1092,6,converged,5108,7
8.009902,1778396579.031994,0.9798,-0.1892,-0.189408,1.0335,-0.2285,-0.18987,0.0666,0.0252,0.000462,True,4190,0.1194,0.1073,5,converged,5110,7
8.110042,1778396579.132134,1.0389,-0.1916,-0.189871,1.0673,-0.2397,-0.189612,0.0559,0.0256,0.000259,True,4146,0.1228,0.1096,4,converged,5057,7
8.210248,1778396579.23234,1.113,-0.2115,-0.189328,1.1084,-0.2638,-0.18955,0.0525,0.0259,0.000222,True,4168,0.1319,0.1212,2,converged,5083,8
8.310332,1778396579.332424,1.1819,-0.2226,-0.18976,1.2612,-0.2438,-0.190645,0.0821,0.0266,0.000885,True,4137,0.1237,0.1164,10,not_converged,5045,8
8.410458,1778396579.43255,1.2486,-0.2338,-0.189447,1.3401,-0.291,-0.18999,0.108,0.0276,0.000543,True,4123,0.115,0.105,4,converged,5028,8
8.510665,1778396579.532757,1.3249,-0.256,-0.189883,1.385,-0.3179,-0.189723,0.0863,0.0282,0.00016,True,4179,0.1194,0.108,7,converged,5097,8
8.61071,1778396579.632802,1.401,-0.2672,-0.189953,1.4365,-0.3254,-0.190065,0.0682,0.0287,0.000112,True,4149,0.1221,0.1127,4,converged,5060,8
8.710876,1778396579.732968,1.4773,-0.2816,-0.190338,1.5423,-0.2955,-0.191659,0.0665,0.0291,0.001321,True,4137,0.1268,0.1185,8,converged,5046,8
8.811006,1778396579.833098,1.5535,-0.3006,-0.190405,1.6567,-0.3689,-0.190662,0.1238,0.0302,0.000257,True,4145,0.1272,0.1182,9,converged,5055,9
8.911083,1778396579.933175,1.6392,-0.3152,-0.190501,1.7321,-0.386,-0.190703,0.1168,0.0312,0.000202,True,4146,0.1209,0.1128,4,converged,5057,9
9.01124,1778396580.033332,1.7249,-0.334,-0.190469,1.8243,-0.3513,-0.192494,0.1009,0.0319,0.002024,True,4114,0.1212,0.1114,9,converged,5018,9
9.111385,1778396580.133477,1.8107,-0.3451,-0.191076,1.8833,-0.3697,-0.192757,0.0767,0.0324,0.00168,True,4073,0.1296,0.121,5,converged,4968,9
9.211498,1778396580.23359,1.8964,-0.3602,-0.191268,1.9901,-0.4413,-0.191615,0.1239,0.0334,0.000347,True,4036,0.1339,0.1281,10,not_converged,4923,9
9.311626,1778396580.333718,1.9821,-0.3785,-0.19146,2.0861,-0.4593,-0.192165,0.1317,0.0344,0.000705,True,4078,0.1281,0.1204,5,converged,4974,9
9.411708,1778396580.4338,2.0737,-0.4008,-0.192168,2.1679,-0.4586,-0.193415,0.1105,0.0352,0.001248,True,4099,0.1325,0.123,5,converged,4999,10
9.511833,1778396580.533925,2.1631,-0.4163,-0.192169,2.2214,-0.4815,-0.193187,0.0875,0.0358,0.001018,True,4009,0.1328,0.1265,5,converged,4889,10
9.611959,1778396580.634051,2.2488,-0.4341,-0.192131,2.3138,-0.5037,-0.192976,0.0952,0.0364,0.000845,True,4102,0.1348,0.1296,5,converged,5003,10
9.712116,1778396580.734208,2.3441,-0.4564,-0.192227,2.4683,-0.5167,-0.193569,0.1381,0.0374,0.001342,True,4105,0.1319,0.1245,10,converged,5009,10
9.812145,1778396580.834237,2.4392,-0.4675,-0.192419,2.527,-0.5369,-0.193475,0.1119,0.0382,0.001056,True,4083,0.1329,0.1261,7,converged,4982,10
9.91227,1778396580.934362,2.5345,-0.4898,-0.192323,2.5887,-0.5644,-0.192999,0.0922,0.0387,0.000676,True,4081,0.1366,0.1301,6,converged,4978,10
10.012402,1778396581.034494,2.6297,-0.5121,-0.192098,2.7267,-0.6097,-0.191248,0.1376,0.0397,0.00085,True,4084,0.1327,0.1254,10,converged,4983,11
10.112473,1778396581.134565,2.7249,-0.5343,-0.191268,2.8256,-0.5939,-0.191778,0.117,0.0405,0.00051,True,4074,0.1375,0.1324,10,not_converged,4969,11
10.212587,1778396581.234679,2.8202,-0.5455,-0.190789,2.9375,-0.5734,-0.191818,0.1206,0.0412,0.001029,True,4046,0.1432,0.138,5,converged,4934,11
10.312708,1778396581.3348,2.9249,-0.5677,-0.189926,3.0412,-0.6467,-0.189818,0.1405,0.0422,0.000108,True,4024,0.1383,0.1319,7,converged,4910,11
10.412743,1778396581.434835,3.0201,-0.59,-0.189066,3.1076,-0.6592,-0.189241,0.1116,0.0429,0.000174,True,4092,0.1405,0.134,6,converged,5000,11
10.512863,1778396581.534955,3.1248,-0.6011,-0.188585,3.1887,-0.682,-0.188406,0.1031,0.0434,0.000178,True,4041,0.1468,0.1414,2,converged,4932,12
10.613036,1778396581.635128,3.2201,-0.6234,-0.18748,3.3047,-0.7422,-0.187001,0.1459,0.0444,0.000479,True,4068,0.1371,0.1313,7,converged,4961,12
10.71312,1778396581.735212,3.3248,-0.6345,-0.187383,3.4225,-0.7168,-0.187856,0.1277,0.0452,0.000473,True,4076,0.1423,0.1374,7,converged,4972,12
10.813282,1778396581.835374,3.4201,-0.6568,-0.186423,3.5189,-0.7411,-0.187044,0.1299,0.0459,0.000621,True,4011,0.1467,0.142,3,converged,4892,12
10.913352,1778396581.935444,3.5248,-0.674,-0.185995,3.6167,-0.7974,-0.185943,0.1539,0.0469,5.2e-05,True,4041,0.1404,0.1347,5,converged,4928,12
11.013465,1778396582.035557,3.6296,-0.6902,-0.185558,3.6933,-0.816,-0.185557,0.141,0.0478,2e-06,True,4034,0.1447,0.1391,6,converged,4920,13
11.113598,1778396582.13569,3.7248,-0.7124,-0.185529,3.8069,-0.7885,-0.18685,0.1119,0.0483,0.001321,True,4021,0.139,0.1338,10,not_converged,4904,13
11.213778,1778396582.23587,3.8296,-0.7347,-0.185572,3.9273,-0.8426,-0.186008,0.1455,0.0492,0.000436,True,3992,0.1488,0.1433,6,converged,4871,13
11.313816,1778396582.335908,3.9343,-0.757,-0.185172,4.0129,-0.8767,-0.185323,0.1433,0.05,0.000152,True,3964,0.1426,0.1354,5,converged,4834,13
11.413977,1778396582.436069,4.0296,-0.7749,-0.184728,4.0897,-0.89,-0.185224,0.1298,0.0507,0.000496,True,3968,0.1486,0.1433,6,converged,4840,13
11.514083,1778396582.536175,4.1343,-0.7904,-0.184726,4.2405,-0.8937,-0.185838,0.1482,0.0516,0.001112,True,3915,0.1486,0.1427,10,not_converged,4777,14
11.614196,1778396582.636288,4.2295,-0.8126,-0.184713,4.3354,-0.9335,-0.184913,0.1607,0.0525,0.0002,True,3944,0.1401,0.1332,5,converged,4811,14
11.714316,1778396582.736408,4.3404,-0.8349,-0.184392,4.3872,-0.9631,-0.184487,0.1364,0.0532,9.5e-05,True,3945,0.1489,0.1429,9,converged,4813,14
11.814497,1778396582.836589,4.4391,-0.8534,-0.184269,4.4878,-0.9877,-0.184318,0.1429,0.0539,4.9e-05,True,3950,0.1502,0.1454,5,converged,4818,14
11.914526,1778396582.936618,4.5343,-0.8683,-0.184206,4.6368,-1.0004,-0.184854,0.1672,0.0549,0.000648,True,3880,0.1446,0.1363,7,converged,4732,14
12.014659,1778396583.036751,4.639,-0.8906,-0.184205,4.7131,-1.0199,-0.184959,0.1491,0.0557,0.000754,True,3914,0.1442,0.1373,7,converged,4773,15
12.11484,1778396583.136932,4.7438,-0.9094,-0.184365,4.814,-1.0403,-0.184979,0.1486,0.0564,0.000613,True,3865,0.1419,0.1376,1,converged,4716,15
12.214934,1778396583.237026,4.839,-0.924,-0.184117,4.9499,-1.0573,-0.18515,0.1734,0.0574,0.001033,True,3875,0.1462,0.1389,7,converged,4728,15
12.315067,1778396583.337159,4.9343,-0.9462,-0.184667,5.0286,-1.0876,-0.185367,0.1699,0.0583,0.0007,True,3871,0.1449,0.1373,6,converged,4725,15
12.415243,1778396583.437335,5.0391,-0.9685,-0.184608,5.0987,-1.0995,-0.185216,0.144,0.059,0.000608,True,3850,0.1436,0.1368,6,converged,4698,15
12.515304,1778396583.537396,5.1343,-0.9878,-0.184199,5.2309,-1.1033,-0.185579,0.1506,0.0597,0.001381,True,3851,0.1424,0.1378,10,not_converged,4700,16
12.61542,1778396583.637512,5.239,-1.0019,-0.184533,5.3376,-1.138,-0.185217,0.1681,0.0606,0.000684,True,3869,0.1461,0.1389,4,converged,4725,16
12.715566,1778396583.737658,5.3438,-1.0241,-0.184416,5.4096,-1.1659,-0.185178,0.1563,0.0613,0.000762,True,3877,0.1388,0.1327,5,converged,4729,16
12.815678,1778396583.83777,5.439,-1.0464,-0.184919,5.5354,-1.1438,-0.186472,0.137,0.0619,0.001553,True,3829,0.1478,0.1414,10,not_converged,4670,16
12.91584,1778396583.937932,5.5438,-1.0687,-0.184365,5.653,-1.1992,-0.185736,0.1702,0.0627,0.001371,True,3888,0.148,0.1405,7,converged,4743,16
13.015997,1778396584.038089,5.6486,-1.0888,-0.184461,5.7236,-1.2245,-0.185593,0.1551,0.0634,0.001131,True,3804,0.1445,0.1367,8,converged,4641,17
13.116068,1778396584.13816,5.7533,-1.1021,-0.184557,5.8128,-1.2369,-0.186047,0.1473,0.0641,0.00149,True,3833,0.144,0.1381,4,converged,4678,17
13.216233,1778396584.238325,5.8486,-1.1243,-0.185036,5.9678,-1.2565,-0.186179,0.178,0.0649,0.001143,True,3812,0.1437,0.1379,10,converged,4655,17
13.316408,1778396584.3385,5.9615,-1.1466,-0.184845,6.0422,-1.2956,-0.185932,0.1695,0.0657,0.001087,True,3855,0.147,0.1389,8,converged,4704,17
13.416455,1778396584.438547,6.0581,-1.1689,-0.185036,6.1472,-1.2765,-0.187131,0.1398,0.0663,0.002094,True,3882,0.1513,0.1439,10,not_converged,4738,17
13.51657,1778396584.538662,6.1628,-1.1896,-0.184832,6.2508,-1.2898,-0.187288,0.1333,0.0667,0.002456,True,3821,0.155,0.1472,2,converged,4664,18
13.616702,1778396584.638794,6.2676,-1.2023,-0.184845,6.3542,-1.3461,-0.186499,0.1678,0.0675,0.001655,True,3836,0.1418,0.134,5,converged,4678,18
13.716735,1778396584.738827,6.3818,-1.2245,-0.185048,6.4567,-1.3612,-0.186614,0.1559,0.0681,0.001566,True,3853,0.1443,0.1367,3,converged,4699,18
13.81689,1778396584.838982,6.4866,-1.2468,-0.184931,6.5708,-1.3701,-0.187327,0.1493,0.0687,0.002396,True,3823,0.153,0.1471,6,converged,4665,18
13.917045,1778396584.939137,6.6,-1.269,-0.18522,6.6752,-1.4191,-0.186901,0.1679,0.0694,0.001682,True,3872,0.1511,0.1448,6,converged,4723,18
14.017129,1778396585.039221,6.7048,-1.2904,-0.18542,6.8156,-1.4023,-0.18819,0.1574,0.07,0.00277,True,3849,0.1565,0.1489,10,converged,4699,19
14.117298,1778396585.13939,6.8104,-1.3136,-0.185426,6.8981,-1.4158,-0.188393,0.1347,0.0705,0.002968,True,3837,0.1462,0.1395,7,converged,4680,19
14.217465,1778396585.239557,6.9152,-1.3353,-0.185803,7.0052,-1.462,-0.18755,0.1554,0.0711,0.001746,True,3850,0.1483,0.1428,8,converged,4695,19
14.317549,1778396585.339641,7.0294,-1.347,-0.185701,7.117,-1.4966,-0.187711,0.1734,0.0718,0.00201,True,3818,0.1504,0.1436,3,converged,4656,19
14.417688,1778396585.43978,7.1342,-1.3692,-0.186379,7.2205,-1.4953,-0.188404,0.1528,0.0724,0.002025,True,3803,0.1528,0.145,5,converged,4638,19
14.517885,1778396585.539977,7.2485,-1.3915,-0.186091,7.3267,-1.554,-0.187872,0.1803,0.0731,0.001781,True,3868,0.1606,0.1551,6,converged,4717,20
14.617959,1778396585.640051,7.3627,-1.4249,-0.186571,7.4814,-1.5397,-0.188973,0.1651,0.0737,0.002402,True,3878,0.1533,0.1476,10,not_converged,4731,20
14.718073,1778396585.740165,7.4676,-1.436,-0.186666,7.5596,-1.5755,-0.188875,0.1671,0.0744,0.002209,True,3818,0.1561,0.1489,8,converged,4661,20
14.818198,1778396585.84029,7.5818,-1.4583,-0.186666,7.6558,-1.6055,-0.18861,0.1648,0.075,0.001944,True,3827,0.1572,0.1507,3,converged,4669,20
14.918311,1778396585.940403,7.696,-1.4805,-0.186659,7.781,-1.6344,-0.188516,0.1758,0.0756,0.001858,True,3841,0.1583,0.1512,6,converged,4686,21
15.018435,1778396586.040527,7.8008,-1.5028,-0.186863,7.8967,-1.647,-0.188972,0.1732,0.0763,0.002108,True,3834,0.1506,0.1433,4,converged,4677,21
15.11854,1778396586.140632,7.9061,-1.5146,-0.186948,7.9934,-1.6799,-0.188896,0.1869,0.077,0.001948,True,3825,0.1583,0.1525,5,converged,4667,21
15.218617,1778396586.240709,8.0197,-1.5362,-0.187139,8.1283,-1.6911,-0.189314,0.1892,0.0777,0.002175,True,3839,0.1571,0.1512,8,converged,4684,21
15.31873,1778396586.340822,8.115,-1.5585,-0.187138,8.2244,-1.7095,-0.189254,0.1865,0.0784,0.002116,True,3907,0.1582,0.1516,6,converged,4767,21
15.4189,1778396586.440992,8.2198,-1.5807,-0.18704,8.3064,-1.7374,-0.189141,0.1791,0.0791,0.002101,True,3869,0.1595,0.153,6,converged,4720,22
15.518976,1778396586.541068,8.3245,-1.603,-0.18705,8.4411,-1.769,-0.189229,0.2029,0.0799,0.002179,True,3871,0.1565,0.1514,9,converged,4721,22
15.619089,1778396586.641181,8.4292,-1.6253,-0.187134,8.5517,-1.7893,-0.189124,0.2047,0.0807,0.00199,True,3866,0.1585,0.1521,2,converged,4715,22
15.719248,1778396586.74134,8.534,-1.6364,-0.187146,8.6304,-1.8063,-0.188897,0.1953,0.0814,0.001751,True,3914,0.1597,0.154,9,converged,4774,22
15.819291,1778396586.841383,8.6387,-1.6587,-0.187242,8.7346,-1.8393,-0.188627,0.2046,0.0822,0.001386,True,3904,0.1612,0.1553,4,converged,4761,22
15.919447,1778396586.941539,8.7449,-1.6809,-0.186939,8.8786,-1.8387,-0.188829,0.2068,0.083,0.00189,True,3899,0.1564,0.1493,7,converged,4755,23
16.019612,1778396587.041704,8.8578,-1.7032,-0.186491,8.9627,-1.8763,-0.188416,0.2025,0.0837,0.001925,True,3889,0.1498,0.145,8,converged,4743,23
16.119701,1778396587.141793,8.9642,-1.7255,-0.186248,9.0657,-1.9185,-0.187479,0.2181,0.0845,0.001231,True,3851,0.1515,0.1459,5,converged,4697,23
