t,stamp,gnss_x,gnss_y,gnss_yaw,lio_x,lio_y,lio_yaw,error_m,mean_error_m,yaw_error_rad,icp_used,icp_inliers,icp_rmse_m,icp_median_error_m,icp_iterations,icp_reason,scan_points,keyframes
90.811132,1778396661.833224,82.5843,-20.2268,-0.094269,81.0205,-21.6065,-0.077839,2.0855,0.6244,0.01643,True,796,0.1726,0.16,10,converged_sparse_scan_blend,974,35
90.911256,1778396661.933348,82.7526,-20.249,-0.100509,81.1496,-21.6269,-0.083914,2.1138,0.626,0.016595,True,757,0.1611,0.1531,5,converged_sparse_scan_blend,924,35
91.011473,1778396662.033565,82.9179,-20.2601,-0.10592,81.2921,-21.6439,-0.089298,2.135,0.6277,0.016622,True,775,0.1651,0.1548,10,not_converged_sparse_scan_blend,946,35
91.111602,1778396662.133694,83.0893,-20.2824,-0.111749,81.4143,-21.6691,-0.094802,2.1746,0.6294,0.016947,True,786,0.1551,0.1473,6,converged_sparse_scan_blend,960,35
91.211676,1778396662.233768,83.2512,-20.3047,-0.11795,81.5493,-21.6865,-0.100956,2.1922,0.6311,0.016994,True,768,0.1496,0.1438,7,converged_sparse_scan_blend,937,35
91.311789,1778396662.333881,83.4131,-20.3269,-0.123517,81.6801,-21.7071,-0.106301,2.2155,0.6328,0.017215,True,747,0.1509,0.1401,6,converged_sparse_scan_blend,911,35
91.411973,1778396662.434065,83.5847,-20.3492,-0.129337,81.8205,-21.7402,-0.111905,2.2466,0.6346,0.017432,True,743,0.1596,0.1544,10,not_converged_sparse_scan_blend,908,35
91.512043,1778396662.534135,83.7465,-20.3826,-0.135979,81.9523,-21.774,-0.118176,2.2705,0.6364,0.017802,True,747,0.1514,0.1415,10,not_converged_sparse_scan_blend,914,35
91.612205,1778396662.634297,83.9181,-20.4049,-0.142415,82.0792,-21.8099,-0.124453,2.3142,0.6382,0.017962,True,755,0.1651,0.1559,6,converged_sparse_scan_blend,924,35
91.71237,1778396662.734462,84.0896,-20.4383,-0.149671,82.2052,-21.856,-0.131466,2.3582,0.6401,0.018205,True,789,0.1748,0.1693,10,not_converged_sparse_scan_blend,966,35
91.812462,1778396662.834554,84.2515,-20.4656,-0.157766,82.3132,-21.9133,-0.139248,2.4193,0.642,0.018518,True,806,0.1845,0.177,10,not_converged_sparse_scan_blend,991,35
91.912599,1778396662.934691,84.423,-20.4991,-0.167129,82.4381,-21.951,-0.148533,2.4592,0.644,0.018597,True,822,0.1605,0.1514,5,converged_sparse_scan_blend,1003,35
92.012732,1778396663.034824,84.585,-20.5327,-0.177535,82.5701,-22.0009,-0.158762,2.493,0.646,0.018772,True,889,0.1697,0.1648,10,not_converged_sparse_scan_blend,1085,35
92.112819,1778396663.134911,84.7563,-20.5718,-0.189053,82.6962,-22.0582,-0.170196,2.5404,0.6481,0.018857,True,888,0.1753,0.1715,10,not_converged_sparse_scan_blend,1083,35
92.212988,1778396663.23508,84.9184,-20.6109,-0.200912,82.8248,-22.1169,-0.181899,2.579,0.6502,0.019013,True,898,0.1801,0.177,7,converged_sparse_scan_blend,1096,35
92.313172,1778396663.335264,85.09,-20.6609,-0.213789,82.9489,-22.1821,-0.19448,2.6264,0.6523,0.019309,True,930,0.1683,0.1637,6,converged_sparse_scan_blend,1135,35
92.413257,1778396663.435349,85.2563,-20.7054,-0.228949,83.0734,-22.2458,-0.209429,2.6717,0.6545,0.01952,True,930,0.1724,0.1701,7,converged_sparse_scan_blend,1136,35
92.5134,1778396663.535492,85.4233,-20.7561,-0.243638,83.1954,-22.3139,-0.223941,2.7186,0.6567,0.019697,True,946,0.1801,0.1788,7,converged_sparse_scan_blend,1154,35
92.61356,1778396663.635652,85.5853,-20.8056,-0.259301,83.3114,-22.3864,-0.2394,2.7695,0.659,0.019901,True,947,0.1789,0.1762,10,converged_sparse_scan_blend,1157,35
92.713682,1778396663.735774,85.7418,-20.8613,-0.275553,83.4299,-22.4521,-0.255289,2.8064,0.6613,0.020264,True,979,0.1678,0.1663,9,converged_sparse_scan_blend,1194,35
92.813795,1778396663.835887,85.8997,-20.9169,-0.292986,83.5325,-22.5263,-0.27242,2.8625,0.6637,0.020565,True,963,0.1749,0.1725,10,not_converged_sparse_scan_blend,1175,35
92.913953,1778396663.936045,86.056,-20.9726,-0.310774,83.656,-22.5889,-0.290171,2.8935,0.6661,0.020603,True,966,0.1769,0.1746,8,converged_sparse_scan_blend,1180,35
93.014033,1778396664.036125,86.2141,-21.0351,-0.328311,83.7841,-22.6588,-0.307655,2.9225,0.6685,0.020656,True,970,0.1784,0.1714,10,not_converged_sparse_scan_blend,1188,35
93.114149,1778396664.136241,86.3665,-21.095,-0.345935,83.9041,-22.721,-0.324981,2.9508,0.671,0.020954,True,974,0.1629,0.1572,10,not_converged_sparse_scan_blend,1188,35
93.214289,1778396664.236381,86.5224,-21.1618,-0.363435,84.1953,-22.8104,-0.344288,2.8519,0.6733,0.019146,True,1008,0.1757,0.1746,10,not_converged,1248,35
93.314391,1778396664.336483,86.6652,-21.2358,-0.381512,84.5903,-22.7451,-0.372511,2.5657,0.6754,0.009001,True,1018,0.175,0.1728,10,not_converged_pose_correction_clamped_motion_clamped,1267,35
93.414546,1778396664.436638,86.8143,-21.3028,-0.398031,84.857,-22.7758,-0.3889,2.4497,0.6773,0.009131,True,1099,0.1596,0.1577,10,not_converged,1341,35
93.514693,1778396664.536785,86.9573,-21.3733,-0.415027,85.2566,-22.7466,-0.408058,2.1859,0.6789,0.00697,True,1110,0.1713,0.1651,10,not_converged_motion_clamped,1359,35
93.614746,1778396664.636838,87.1001,-21.4477,-0.431401,85.3754,-22.8484,-0.421686,2.2218,0.6805,0.009715,True,1162,0.1635,0.1622,9,converged,1418,35
93.714908,1778396664.737,87.2431,-21.5292,-0.446216,85.502,-22.9335,-0.435527,2.2369,0.6822,0.010689,True,1198,0.1669,0.1627,10,not_converged,1474,35
93.815061,1778396664.837153,87.3793,-21.6039,-0.460606,85.7815,-22.9656,-0.451224,2.0993,0.6837,0.009383,True,1189,0.1664,0.163,7,converged,1482,35
93.915177,1778396664.937269,87.5125,-21.6931,-0.472849,85.8387,-23.0764,-0.461899,2.1715,0.6853,0.01095,True,1276,0.1572,0.1579,10,converged,1557,35
94.015339,1778396665.037431,87.6529,-21.7712,-0.485259,86.0985,-23.1129,-0.475409,2.0534,0.6867,0.00985,True,1335,0.1617,0.1585,6,converged,1629,35
94.115475,1778396665.137567,87.7887,-21.8631,-0.496346,86.1738,-23.2181,-0.484714,2.108,0.6882,0.011632,True,1383,0.1633,0.1614,6,converged,1689,35
94.215569,1778396665.237661,87.9292,-21.9496,-0.506756,86.2884,-23.2872,-0.49425,2.1169,0.6898,0.012506,True,1399,0.1551,0.1488,5,converged,1707,35
94.315704,1778396665.337796,88.0722,-22.0388,-0.514694,86.4179,-23.3646,-0.502078,2.12,0.6913,0.012616,True,1435,0.1589,0.1546,1,converged,1753,35
94.415843,1778396665.437935,88.2056,-22.128,-0.522929,86.5776,-23.4529,-0.509863,2.099,0.6928,0.013066,True,1457,0.161,0.1553,5,converged,1779,35
94.515928,1778396665.53802,88.3409,-22.206,-0.530222,86.6899,-23.5483,-0.516597,2.1277,0.6943,0.013625,True,1478,0.1487,0.1427,5,converged,1805,35
94.61606,1778396665.638152,88.4742,-22.2952,-0.537998,86.873,-23.6066,-0.524643,2.0697,0.6957,0.013355,True,1490,0.1547,0.15,4,converged,1822,35
94.716271,1778396665.738363,88.617,-22.3845,-0.544005,87.0023,-23.7006,-0.530056,2.0831,0.6972,0.013949,True,1520,0.1543,0.1477,4,converged,1855,35
94.816351,1778396665.838443,88.7488,-22.4737,-0.549968,87.1362,-23.7802,-0.535713,2.0754,0.6987,0.014255,True,1545,0.1532,0.1483,2,converged,1884,35
94.916524,1778396665.938616,88.8836,-22.5518,-0.555426,87.3326,-23.8673,-0.541598,2.0338,0.7001,0.013829,True,1547,0.1539,0.1494,9,converged,1887,35
95.016612,1778396666.038704,89.0169,-22.6521,-0.561529,87.3777,-23.9557,-0.546014,2.0944,0.7015,0.015515,True,1608,0.1608,0.1547,10,not_converged,1962,35
95.116684,1778396666.138776,89.1585,-22.7301,-0.567047,87.4529,-24.047,-0.550612,2.1548,0.7031,0.016434,True,1622,0.1563,0.1507,5,converged,1985,35
95.216882,1778396666.238974,89.292,-22.8305,-0.570899,87.5732,-24.1226,-0.554252,2.1504,0.7046,0.016647,True,1613,0.1573,0.1513,4,converged,1971,35
95.317039,1778396666.339131,89.435,-22.9086,-0.574634,87.7434,-24.203,-0.557783,2.13,0.7061,0.016851,True,1623,0.1565,0.15,7,converged,1983,35
95.417109,1778396666.439201,89.5596,-23.0088,-0.577904,87.8971,-24.2902,-0.560941,2.0989,0.7075,0.016963,True,1604,0.1553,0.1493,4,converged,1960,35
95.517228,1778396666.53932,89.7017,-23.0869,-0.580873,88.0325,-24.3795,-0.563454,2.1112,0.709,0.01742,True,1684,0.1501,0.1436,2,converged,2054,35
95.617375,1778396666.639467,89.8262,-23.1873,-0.583377,88.2446,-24.4772,-0.566702,2.0409,0.7104,0.016675,True,1654,0.1515,0.1458,10,not_converged,2017,35
95.717481,1778396666.739573,89.9595,-23.2653,-0.585777,88.4163,-24.5679,-0.568984,2.0194,0.7118,0.016793,True,1640,0.1511,0.1454,1,converged,2000,35
95.817597,1778396666.839689,90.0832,-23.3545,-0.588369,88.5013,-24.6696,-0.570787,2.0571,0.7132,0.017581,True,1669,0.146,0.1386,6,converged,2038,35
95.917716,1778396666.939808,90.2165,-23.4325,-0.591245,88.6403,-24.7484,-0.573708,2.0533,0.7146,0.017537,True,1682,0.1502,0.1452,4,converged,2052,35
96.017793,1778396667.039885,90.3401,-23.5107,-0.593456,88.7703,-24.8315,-0.57593,2.0516,0.716,0.017526,True,1700,0.1497,0.1434,3,converged,2073,35
96.117979,1778396667.140071,90.4642,-23.5997,-0.595569,88.8963,-24.9204,-0.577989,2.05,0.7173,0.01758,True,1699,0.1503,0.1431,2,converged,2074,35
96.21811,1778396667.240202,90.5879,-23.6779,-0.597394,88.9162,-24.9933,-0.578307,2.1272,0.7188,0.019086,True,1708,0.1508,0.1464,8,converged,2086,35
96.31821,1778396667.340302,90.7212,-23.767,-0.598932,89.1114,-25.0812,-0.580999,2.0781,0.7202,0.017934,True,1718,0.1497,0.1453,9,converged,2100,35
96.418337,1778396667.440429,90.8358,-23.8451,-0.600574,89.2381,-25.166,-0.582502,2.073,0.7216,0.018072,True,1716,0.1496,0.1459,2,converged,2105,35
96.518484,1778396667.540576,90.9687,-23.9343,-0.602189,89.3576,-25.2501,-0.58394,2.0802,0.723,0.018249,True,1707,0.1529,0.1481,3,converged,2100,35
96.618615,1778396667.640707,91.0837,-24.0124,-0.603416,89.5066,-25.3301,-0.585377,2.0551,0.7244,0.01804,True,1743,0.1474,0.1408,4,converged,2126,35
96.718737,1778396667.740829,91.2163,-24.1016,-0.604476,89.6706,-25.4043,-0.586594,2.0214,0.7258,0.017882,True,1718,0.1494,0.145,6,converged,2095,35
96.818924,1778396667.841016,91.3316,-24.1797,-0.605866,89.8076,-25.4941,-0.587897,2.0125,0.7271,0.017968,True,1751,0.1546,0.149,3,converged,2140,35
96.918993,1778396667.941085,91.4554,-24.2689,-0.60769,89.8659,-25.5918,-0.589006,2.068,0.7285,0.018684,True,1768,0.1544,0.1491,10,not_converged,2156,35
97.01915,1778396668.041242,91.5782,-24.347,-0.609026,90.0003,-25.6746,-0.590671,2.0621,0.7298,0.018355,True,1780,0.1521,0.1459,4,converged,2171,35
97.119305,1778396668.141397,91.7033,-24.4362,-0.610428,90.0989,-25.7492,-0.591808,2.0732,0.7312,0.01862,True,1768,0.1514,0.1457,4,converged,2158,35
97.219401,1778396668.241493,91.8257,-24.5237,-0.611153,90.2081,-25.8446,-0.592607,2.0885,0.7326,0.018546,True,1718,0.1475,0.1418,5,converged,2111,35
97.319517,1778396668.341609,91.9495,-24.6034,-0.611771,90.3271,-25.9261,-0.593111,2.0933,0.734,0.018659,True,1764,0.1499,0.1462,3,converged,2152,35
97.419618,1778396668.44171,92.0733,-24.6926,-0.612379,90.4366,-26.008,-0.593436,2.0998,0.7354,0.018943,True,1750,0.1514,0.1469,2,converged,2135,35
97.519732,1778396668.541824,92.197,-24.7909,-0.613165,90.5953,-26.1022,-0.594531,2.07,0.7368,0.018634,True,1789,0.1526,0.1472,10,not_converged,2182,35
97.619886,1778396668.641978,92.3304,-24.8799,-0.614205,90.7242,-26.1925,-0.595568,2.0743,0.7382,0.018637,True,1774,0.1507,0.1457,2,converged,2164,35
97.720026,1778396668.742118,92.4562,-24.9713,-0.616181,90.9056,-26.2889,-0.597497,2.0348,0.7395,0.018684,True,1801,0.1538,0.1499,7,converged,2197,35
97.820121,1778396668.842213,92.5969,-25.0605,-0.617577,90.9252,-26.3976,-0.59685,2.1407,0.7409,0.020727,True,1791,0.1509,0.1458,10,not_converged,2185,35
97.920242,1778396668.942334,92.7302,-25.1497,-0.617597,91.0267,-26.5012,-0.596976,2.1745,0.7424,0.02062,True,1814,0.1522,0.1475,2,converged,2212,35
98.020349,1778396669.042441,92.8658,-25.25,-0.618887,91.2404,-26.5934,-0.599471,2.1088,0.7438,0.019415,True,1817,0.151,0.1476,9,converged,2216,35
98.120444,1778396669.142536,92.9992,-25.3503,-0.620279,91.306,-26.6994,-0.599249,2.1649,0.7452,0.02103,True,1787,0.1544,0.1495,6,converged,2180,35
98.220644,1778396669.242736,93.1396,-25.4507,-0.619606,91.4519,-26.7944,-0.598756,2.1573,0.7467,0.020851,True,1811,0.1543,0.1503,9,converged,2209,35
98.320778,1778396669.34287,93.2729,-25.551,-0.61966,91.6132,-26.8835,-0.598966,2.1285,0.7481,0.020694,True,1820,0.1525,0.1498,4,converged,2220,35
98.420823,1778396669.442915,93.4157,-25.648,-0.619413,91.7423,-26.9946,-0.59832,2.1479,0.7495,0.021092,True,1846,0.1497,0.1442,4,converged,2251,35
98.521008,1778396669.5431,93.552,-25.7516,-0.619308,91.9057,-27.1041,-0.598249,2.1306,0.7509,0.021059,True,1826,0.15,0.1462,4,converged,2227,35
98.621123,1778396669.643215,93.6949,-25.852,-0.619663,92.043,-27.1995,-0.598182,2.1318,0.7523,0.021481,True,1842,0.1489,0.1433,3,converged,2247,35
98.721261,1778396669.743353,93.8442,-25.9597,-0.619121,92.2185,-27.3066,-0.598159,2.1111,0.7537,0.020962,True,1826,0.1501,0.1482,5,converged,2227,35
98.821375,1778396669.843467,93.987,-26.0638,-0.619536,92.3541,-27.4103,-0.597912,2.1164,0.7551,0.021625,True,1830,0.148,0.1451,3,converged,2232,35
98.921501,1778396669.943593,94.1298,-26.1641,-0.618379,92.5339,-27.4988,-0.596957,2.0805,0.7564,0.021421,True,1836,0.1486,0.1452,5,converged,2240,35
99.021576,1778396670.043668,94.276,-26.2755,-0.616756,92.613,-27.6205,-0.594368,2.1388,0.7578,0.022388,True,1843,0.1491,0.1441,9,converged,2248,35
99.121696,1778396670.143788,94.4189,-26.3758,-0.615738,92.7909,-27.7097,-0.593877,2.1047,0.7592,0.021861,True,1828,0.1493,0.147,5,converged,2230,35
99.221883,1778396670.243975,94.5677,-26.4762,-0.614801,92.9715,-27.8086,-0.593431,2.0792,0.7605,0.02137,True,1794,0.1492,0.1445,4,converged,2188,35
99.321967,1778396670.344059,94.7143,-26.5765,-0.614491,93.0807,-27.9103,-0.592561,2.109,0.7618,0.02193,True,1832,0.1463,0.1415,10,converged,2234,35
99.422088,1778396670.44418,94.8628,-26.6833,-0.613376,93.2779,-28.0028,-0.592431,2.0622,0.7632,0.020945,True,1827,0.1473,0.1439,5,converged,2229,35
99.522231,1778396670.544323,95.0151,-26.7771,-0.613263,93.354,-28.1129,-0.59093,2.1316,0.7645,0.022333,True,1840,0.1476,0.1454,5,converged,2244,35
99.62233,1778396670.644422,95.1579,-26.8774,-0.611387,93.4747,-28.2121,-0.588924,2.1481,0.7659,0.022463,True,1800,0.1474,0.1441,2,converged,2196,35
99.722452,1778396670.744544,95.3102,-26.9889,-0.609522,93.6177,-28.3136,-0.586835,2.1493,0.7673,0.022687,True,1809,0.1498,0.1459,4,converged,2206,35
99.822568,1778396670.84466,95.4575,-27.0892,-0.607271,93.7415,-28.4129,-0.583843,2.1672,0.7687,0.023428,True,1811,0.1487,0.1435,5,converged,2209,35
99.922717,1778396670.944809,95.6099,-27.1896,-0.604154,93.9638,-28.5125,-0.582023,2.1118,0.77,0.022132,True,1809,0.1441,0.1416,6,converged,2206,35
100.022838,1778396671.04493,95.7577,-27.2899,-0.602329,94.0687,-28.6173,-0.57902,2.1482,0.7714,0.023309,True,1799,0.1477,0.1439,5,converged,2194,35
100.122959,1778396671.145051,95.9148,-27.3902,-0.600026,94.3119,-28.7052,-0.578037,2.0733,0.7727,0.021989,True,1793,0.1448,0.142,6,converged,2187,35
100.223043,1778396671.245135,96.0623,-27.4905,-0.598493,94.4121,-28.8209,-0.574949,2.1197,0.7741,0.023545,True,1814,0.1453,0.1425,8,converged,2213,35
100.323215,1778396671.345307,96.2146,-27.5909,-0.595269,94.5468,-28.9094,-0.571546,2.1261,0.7754,0.023723,True,1776,0.1459,0.1417,5,converged,2179,35
100.423374,1778396671.445466,96.367,-27.6852,-0.591715,94.7379,-29.0104,-0.568701,2.1,0.7767,0.023014,True,1827,0.1457,0.1405,7,converged,2229,35
100.523463,1778396671.545555,96.5193,-27.7804,-0.58875,94.8534,-29.1189,-0.565356,2.137,0.7781,0.023394,True,1864,0.1454,0.1424,7,converged,2274,35
100.623582,1778396671.645674,96.6716,-27.8696,-0.585859,94.9945,-29.2198,-0.562406,2.1531,0.7795,0.023453,True,1854,0.1481,0.1432,1,converged,2261,35
100.723752,1778396671.745844,96.8239,-27.97,-0.583168,95.13,-29.3155,-0.559464,2.1633,0.7808,0.023703,True,1838,0.1418,0.1356,2,converged,2242,35
100.823842,1778396671.845934,96.9762,-28.0591,-0.580384,95.2816,-29.4094,-0.556891,2.1668,0.7822,0.023493,True,1868,0.1442,0.1396,3,converged,2279,35
100.923915,1778396671.946007,97.1247,-28.1483,-0.578445,95.4506,-29.5025,-0.554932,2.1533,0.7836,0.023512,True,1872,0.1491,0.1445,5,converged,2283,35
101.024091,1778396672.046183,97.2772,-28.2486,-0.575928,95.5465,-29.6052,-0.551581,2.199,0.785,0.024347,True,1832,0.1491,0.1449,4,converged,2235,35
101.124173,1778396672.146265,97.4201,-28.3378,-0.57269,95.6455,-29.7098,-0.547748,2.2432,0.7864,0.024942,True,1882,0.1494,0.1437,4,converged,2295,35
101.224312,1778396672.246404,97.5725,-28.4381,-0.569655,95.8778,-29.7792,-0.546303,2.1612,0.7878,0.023352,True,1855,0.1476,0.1433,6,converged,2262,35
101.324424,1778396672.346516,97.7154,-28.5273,-0.567769,96.0199,-29.8748,-0.543805,2.1658,0.7891,0.023964,True,1890,0.1477,0.1458,4,converged,2305,35
101.424518,1778396672.44661,97.8583,-28.6165,-0.565082,96.159,-29.9625,-0.540478,2.1678,0.7905,0.024604,True,1866,0.1492,0.1459,4,converged,2276,35
101.524702,1778396672.546794,98.0044,-28.7057,-0.561433,96.3508,-30.0498,-0.537652,2.1309,0.7918,0.023782,True,1876,0.1487,0.1454,4,converged,2288,35
101.624833,1778396672.646925,98.1538,-28.7949,-0.559136,96.5514,-30.1322,-0.535735,2.0871,0.7931,0.023401,True,1861,0.1476,0.1449,3,converged,2270,35
101.724904,1778396672.746996,98.2966,-28.8841,-0.55673,96.6047,-30.2319,-0.531783,2.1631,0.7944,0.024947,True,1887,0.1448,0.1401,6,converged,2304,35
101.825033,1778396672.847125,98.4396,-28.9653,-0.55363,96.7248,-30.3231,-0.528342,2.1872,0.7958,0.025289,True,1855,0.1497,0.1481,2,converged,2264,35
101.925213,1778396672.947305,98.5826,-29.0514,-0.54925,96.9108,-30.3981,-0.525017,2.1468,0.7971,0.024233,True,1839,0.144,0.1427,5,converged,2243,35
102.025249,1778396673.047341,98.7253,-29.1323,-0.545694,97.0187,-30.4859,-0.520675,2.1783,0.7985,0.02502,True,1793,0.1448,0.1392,4,converged,2187,35
102.125395,1778396673.147487,98.8612,-29.2102,-0.541639,97.0934,-30.5823,-0.515683,2.2378,0.7999,0.025956,True,1775,0.1476,0.145,5,converged,2165,35
102.225576,1778396673.247668,99.0018,-29.2882,-0.537079,97.1589,-30.6707,-0.510262,2.3038,0.8014,0.026817,True,1792,0.1452,0.141,4,converged,2186,35
102.325711,1778396673.347803,99.1353,-29.3661,-0.531555,97.3375,-30.7365,-0.505483,2.2605,0.8028,0.026071,True,1795,0.1452,0.1409,7,converged,2190,35
102.425837,1778396673.447929,99.2687,-29.4417,-0.526926,97.4649,-30.8148,-0.500574,2.267,0.8042,0.026351,True,1782,0.152,0.1492,2,converged,2173,35
102.526026,1778396673.548118,99.404,-29.5108,-0.52141,97.6402,-30.8733,-0.495266,2.2288,0.8056,0.026144,True,1778,0.1501,0.1468,7,converged,2169,35
102.626116,1778396673.648208,99.5373,-29.5867,-0.515712,97.7982,-30.9445,-0.48944,2.2063,0.807,0.026272,True,1790,0.1485,0.1452,3,converged,2183,35
102.726233,1778396673.748325,99.6705,-29.6555,-0.510033,97.9323,-31.0215,-0.483287,2.2107,0.8083,0.026746,True,1730,0.1493,0.1459,3,converged,2110,35
102.826385,1778396673.848477,99.8039,-29.7223,-0.504546,98.1185,-31.0928,-0.478725,2.1722,0.8097,0.025821,True,1719,0.1541,0.1512,4,converged,2097,35
102.926468,1778396673.94856,99.9371,-29.7891,-0.499489,98.1715,-31.1752,-0.473142,2.2447,0.8111,0.026348,True,1735,0.1456,0.1407,10,not_converged,2116,35
103.026594,1778396674.048686,100.0704,-29.8559,-0.494209,98.2519,-31.2501,-0.467115,2.2915,0.8125,0.027094,True,1686,0.1525,0.1462,3,converged,2057,35
103.126747,1778396674.148839,100.2037,-29.9227,-0.488149,98.4684,-31.3034,-0.462219,2.2176,0.8139,0.02593,True,1650,0.1523,0.1489,10,not_converged,2012,35
103.226847,1778396674.248939,100.3465,-29.9895,-0.482957,98.5785,-31.3684,-0.456188,2.2422,0.8152,0.026769,True,1659,0.1585,0.1545,3,converged,2026,35
103.326961,1778396674.349053,100.4893,-30.0663,-0.476931,98.6794,-31.4421,-0.449626,2.2734,0.8167,0.027305,True,1655,0.1515,0.1444,3,converged,2019,35
103.427109,1778396674.449201,100.6321,-30.1333,-0.47061,98.8659,-31.5233,-0.443371,2.2476,0.818,0.027239,True,1658,0.1604,0.1583,10,not_converged,2023,35
103.527186,1778396674.549278,100.7837,-30.2002,-0.463434,99.0016,-31.5604,-0.434628,2.2419,0.8194,0.028806,True,1645,0.1584,0.1542,10,not_converged,2015,35
103.627338,1778396674.64943,100.9273,-30.2671,-0.454587,99.1508,-31.6227,-0.425589,2.2346,0.8208,0.028998,True,1615,0.1497,0.1458,2,converged,1970,35
103.727497,1778396674.749589,101.0701,-30.3234,-0.44604,99.3784,-31.677,-0.417118,2.1665,0.8221,0.028922,True,1613,0.1532,0.1473,10,not_converged,1967,35
103.827535,1778396674.849627,101.222,-30.3898,-0.436737,99.3609,-31.7868,-0.404429,2.3271,0.8235,0.032308,True,1567,0.1652,0.1611,5,converged,1913,35
103.927708,1778396674.9498,101.3745,-30.4459,-0.424844,99.6334,-31.805,-0.393885,2.2087,0.8249,0.030958,True,1536,0.1647,0.1596,10,not_converged,1876,35
104.027865,1778396675.049957,101.527,-30.5126,-0.413318,99.7467,-31.8779,-0.381379,2.2436,0.8262,0.031939,True,1513,0.1523,0.1473,6,converged,1845,35
104.127966,1778396675.150058,101.6794,-30.5683,-0.401607,100.0237,-31.9074,-0.37082,2.1294,0.8275,0.030787,True,1454,0.1512,0.1463,5,converged,1774,35
104.2281,1778396675.250192,101.8412,-30.624,-0.390186,100.1907,-31.971,-0.359494,2.1304,0.8287,0.030692,True,1435,0.1549,0.1518,10,not_converged,1752,35
104.328213,1778396675.350305,101.9938,-30.6797,-0.379442,100.4555,-32.0103,-0.350125,2.0339,0.8299,0.029318,True,1384,0.145,0.1374,3,converged,1688,35
104.428304,1778396675.450396,102.1557,-30.7353,-0.369264,100.4436,-32.1255,-0.338416,2.2054,0.8312,0.030849,True,1356,0.1433,0.1371,10,not_converged,1654,35
104.528465,1778396675.550557,102.3172,-30.791,-0.359271,100.6268,-32.1662,-0.329493,2.1791,0.8325,0.029778,True,1307,0.1443,0.1371,10,converged,1594,35
104.628603,1778396675.650695,102.4797,-30.8363,-0.350283,100.9681,-32.1775,-0.323846,2.0208,0.8336,0.026437,True,1289,0.1489,0.1425,5,converged,1572,35
104.728678,1778396675.75077,102.632,-30.8912,-0.343191,100.9835,-32.2574,-0.314581,2.141,0.8349,0.02861,True,1256,0.1481,0.1454,10,converged,1535,35
104.828807,1778396675.850899,102.794,-30.9367,-0.33514,101.1837,-32.3006,-0.307512,2.1103,0.8361,0.027628,True,1216,0.1502,0.1472,3,converged,1489,35
104.928961,1778396675.951053,102.956,-30.9925,-0.327656,101.4462,-32.3384,-0.302052,2.0226,0.8372,0.025604,True,1224,0.1501,0.1452,3,converged,1493,35
105.029001,1778396676.051093,103.1178,-31.0371,-0.322094,101.4613,-32.4414,-0.295749,2.1716,0.8385,0.026345,True,1189,0.148,0.1429,10,not_converged,1451,35
105.129186,1778396676.151278,103.2798,-31.0915,-0.317185,101.5633,-32.505,-0.290705,2.2236,0.8398,0.02648,True,1178,0.1471,0.1383,4,converged,1438,35
105.229283,1778396676.251375,103.4417,-31.1376,-0.31277,101.7452,-32.5283,-0.286831,2.1937,0.8411,0.02594,True,1160,0.1546,0.1481,7,converged,1418,35
105.329355,1778396676.351447,103.6036,-31.1917,-0.307686,101.8946,-32.6106,-0.281698,2.2212,0.8424,0.025987,True,1142,0.1445,0.1378,7,converged,1394,35
105.429515,1778396676.451607,103.7656,-31.2362,-0.303762,101.999,-32.6828,-0.276832,2.2833,0.8438,0.026931,True,1153,0.1508,0.1456,3,converged,1415,35
105.529673,1778396676.551765,103.9276,-31.2808,-0.29898,102.2047,-32.6997,-0.272574,2.232,0.8451,0.026406,True,1130,0.1484,0.1401,9,converged,1383,35
105.629748,1778396676.65184,104.0894,-31.3253,-0.294401,102.4569,-32.7093,-0.268637,2.1403,0.8463,0.025764,True,1128,0.144,0.1372,9,converged,1376,35
105.729865,1778396676.751957,104.2609,-31.372,-0.28933,102.6116,-32.7729,-0.263207,2.1639,0.8476,0.026123,True,1106,0.1472,0.1384,10,not_converged,1349,35
105.830001,1778396676.852093,104.4324,-31.4255,-0.284377,102.7912,-32.826,-0.258733,2.1575,0.8488,0.025644,True,1051,0.15,0.144,6,converged,1282,35
105.930126,1778396676.952218,104.6038,-31.4725,-0.280016,102.9288,-32.8852,-0.253746,2.1913,0.8501,0.02627,True,1066,0.1474,0.1409,5,converged,1300,35
106.030262,1778396677.052354,104.7753,-31.5172,-0.27531,103.0124,-32.9568,-0.248063,2.2761,0.8514,0.027247,True,1055,0.1519,0.1428,7,converged,1287,35
106.130428,1778396677.15252,104.9469,-31.5619,-0.270771,103.2607,-32.9892,-0.244909,2.2092,0.8527,0.025862,True,1028,0.1561,0.149,5,converged,1254,35
106.230512,1778396677.252604,105.1183,-31.6065,-0.266934,103.5614,-32.9921,-0.242753,2.0841,0.8539,0.02418,True,1039,0.1513,0.1438,9,converged,1267,35
106.330694,1778396677.352786,105.2898,-31.6593,-0.263791,103.8173,-33.0207,-0.240329,2.0055,0.8549,0.023463,True,1010,0.1553,0.1485,4,converged,1234,35
106.430818,1778396677.45291,105.468,-31.6959,-0.261064,103.8131,-33.1215,-0.23525,2.1843,0.8562,0.025814,True,1023,0.1453,0.1381,10,not_converged,1248,35
